No,Title,Link,Category,Tags,Tag IDs,Difficulty,Source,Question + Text,Passage,Question Stem,A,B,C,D,E,Answer,answer-by,answer-detail
544,"Six months or so after getting a video recorder, many early buyers apparently lost interest in obtaining videos to watch on it. The trade of businesses selling and renting videos is still buoyant, because the number of homes with video recorders is still growing. But clearly, onc...",https://gmatclub.com/forum/six-months-or-so-after-getting-a-video-recorder-many-early-buyers-app-77182.html,Critical Reasoning (CR),655-705 (Hard) | Weaken,168 | 117,655-705 (Hard),OG 1990,"Six months or so after getting a video recorder, many early buyers apparently lost interest in obtaining videos to watch on it. The trade of businesses selling and renting videos is still buoyant, because the number of homes with video recorders is still growing. But clearly, once the market for video recorders is saturated, businesses distributing videos face hard times.

Which of the following, if true, would most seriously weaken the conclusion above?

A The market for video recorders would not be considered saturated until there was one in 80 percent of homes.
B Among the items handled by video distributors are many films specifically produced as video features.
C Few of the early buyers of video recorders raised any complaints about performance aspects of the new product.
D The early buyers of a novel product are always people who are quick to acquire novelties, but also often as quick to tire of them.
E In a shrinking market, competition always intensifies and marginal businesses fail","Six months or so after getting a video recorder, many early buyers apparently lost interest in obtaining videos to watch on it. The trade of businesses selling and renting videos is still buoyant, because the number of homes with video recorders is still growing. But clearly, once the market for video recorders is saturated, businesses distributing videos face hard times.","Which of the following, if true, would most seriously weaken the conclusion above?",The market for video recorders would not be considered saturated until there was one in 80 percent of homes.,Among the items handled by video distributors are many films specifically produced as video features.,Few of the early buyers of video recorders raised any complaints about performance aspects of the new product.,"The early buyers of a novel product are always people who are quick to acquire novelties, but also often as quick to tire of them.","In a shrinking market, competition always intensifies and marginal businesses fail",D,Claude,"Answer: D

Many early video recorder buyers lost interest in obtaining videos after about 6 months. The passage concludes that once the market is saturated, the video trade will decline. D weakens this by explaining that early buyers are specifically people who are ""quick to acquire novelties but also quick to tire of them."" This group is not representative of all buyers. Mainstream buyers who adopt later may sustain their interest much longer, so the early adopters' behavior doesn't predict the market's long-term trajectory."
545,"Reviewing historical data, medical researchers in California found that counties with the largest number of television sets per capita have had the lowest incidence of a serious brain disease, mosquito-borne encephalitis. The researchers have concluded that people in these counti...",https://gmatclub.com/forum/reviewing-historical-data-medical-researchers-in-california-found-tha-69709.html,Critical Reasoning (CR),555-605 (Medium) | Strengthen,226 | 118,555-605 (Medium),OG 1990,"Reviewing historical data, medical researchers in California found that counties with the largest number of television sets per capita have had the lowest incidence of a serious brain disease, mosquito-borne encephalitis. The researchers have concluded that people in these counties stay indoors more and thus avoid exposure to the disease.

The researchers conclusion would be most strengthened if which of the following were true?

A Programs designed to control the size of disease-bearing mosquito populations have not affected the incidence of mosquito borne encephalitis.
B The occupations of county residents affect their risk of exposure to mosquito-borne encephalitis more than does television-watching.
C The incidence of mosquito-borne encephalitis in counties with the largest number of television sets per capita is likely to decrease even further.
D The more time people in a county spend outdoors, the greater their awareness of the dangers of mosquito-borne encephalitis.
E The more television sets there are per capita in a county, the more time the average county resident spends watching television.","Reviewing historical data, medical researchers in California found that counties with the largest number of television sets per capita have had the lowest incidence of a serious brain disease, mosquito-borne encephalitis. The researchers have concluded that people in these counties stay indoors more and thus avoid exposure to the disease.",The researchers conclusion would be most strengthened if which of the following were true?,Programs designed to control the size of disease-bearing mosquito populations have not affected the incidence of mosquito borne encephalitis.,The occupations of county residents affect their risk of exposure to mosquito-borne encephalitis more than does television-watching.,The incidence of mosquito-borne encephalitis in counties with the largest number of television sets per capita is likely to decrease even further.,"The more time people in a county spend outdoors, the greater their awareness of the dangers of mosquito-borne encephalitis.","The more television sets there are per capita in a county, the more time the average county resident spends watching television.",E,Claude,"Answer: E

Counties with the most TVs per capita have the lowest incidence of mosquito-borne encephalitis. Researchers conclude people watch more TV, stay indoors more, and get fewer mosquito bites. E strengthens the argument by confirming the key assumption: more TVs per capita actually does translate into more time spent watching TV. Without this link, the correlation between TV ownership and low encephalitis rates doesn't support the behavioral explanation."
546,"This year the New Hampshire Division of Company X, set a new record for annual sales by that division. This record is especially surprising since the New Hampshire Division has the smallest potential market and the lowest sales of any of Company X's divisions. Which of the follow...",https://gmatclub.com/forum/this-year-the-new-hampshire-division-of-company-x-set-a-new-record-fo-281702.html,Critical Reasoning (CR),555-605 (Medium) | Logical Flaw,226 | 201,555-605 (Medium),OG 1990,"This year the New Hampshire Division of Company X, set a new record for annual sales by that division. This record is especially surprising since the New Hampshire Division has the smallest potential market and the lowest sales of any of Company X's divisions.

Which of the following identifies a flaw in the logical coherence of the statement above?

A If overall sales for Company X were sharply reduced, the New Hampshire Division's new sales record is irrelevant to the company's prosperity.
B Since the division is competing against its own record, the comparison of its sales record with that of other divisions is irrelevant.
C If this is the first year that the New Hampshire Division has been last in sales among Company X's divisions, the new record is not surprising at all.
D If overall sales for Company X were greater than usual, it is not surprising that the New Hampshire Division was last in sales.
E Since the New Hampshire Division has the smallest potential market, it is not surprising that it had the lowest sales.","This year the New Hampshire Division of Company X, set a new record for annual sales by that division. This record is especially surprising since the New Hampshire Division has the smallest potential market and the lowest sales of any of Company X's divisions.",Which of the following identifies a flaw in the logical coherence of the statement above?,"If overall sales for Company X were sharply reduced, the New Hampshire Division's new sales record is irrelevant to the company's prosperity.","Since the division is competing against its own record, the comparison of its sales record with that of other divisions is irrelevant.","If this is the first year that the New Hampshire Division has been last in sales among Company X's divisions, the new record is not surprising at all.","If overall sales for Company X were greater than usual, it is not surprising that the New Hampshire Division was last in sales.","Since the New Hampshire Division has the smallest potential market, it is not surprising that it had the lowest sales.",B,Claude,"Answer: B

New Hampshire Division set a new annual sales record for that division. This seems surprising since it has the smallest market and lowest sales in the company. B identifies the flaw: the record being discussed is specific to New Hampshire's OWN history — it surpassed its own previous best, not any other division's performance. Since the division is competing against its own record, its small size relative to other divisions is irrelevant. Setting a personal best isn't surprising regardless of how small the division is."
547,"Of the countries that were the world�s twenty largest exporters in 1953, four had the same share of total world exports in 1984 as in 1953. Theses countries can therefore serve as models for those countries that wish to keep their share of the global export trade stable over the ...",https://gmatclub.com/forum/of-the-countries-that-were-the-world-s-twenty-largest-exporters-in-111585.html,Critical Reasoning (CR),605-655 (Medium) | Weaken,1525 | 117,605-655 (Medium),OG 1990,"Of the countries that were the world�s twenty largest exporters in 1953, four had the same share of total world exports in 1984 as in 1953. Theses countries can therefore serve as models for those countries that wish to keep their share of the global export trade stable over the years.

Which of the following, if true, casts the most serious doubt on the suitability of those four countries as models in the sense described?

A Many countries wish to increase their share of world export trade, not just keep it stable.
B Many countries are less concerned with exports alone than with the balance between exports and imports.
C With respect to the mix of products each exports, the four countries are very different from each other.
D Of the four countries, two had a much larger, and two had a much smaller, share of total world exports in 1970 than in 1984.
E The exports of the four countries range from 15 percent to 75 percent of the total national output.","Of the countries that were the world�s twenty largest exporters in 1953, four had the same share of total world exports in 1984 as in 1953. Theses countries can therefore serve as models for those countries that wish to keep their share of the global export trade stable over the years.","Which of the following, if true, casts the most serious doubt on the suitability of those four countries as models in the sense described?","Many countries wish to increase their share of world export trade, not just keep it stable.",Many countries are less concerned with exports alone than with the balance between exports and imports.,"With respect to the mix of products each exports, the four countries are very different from each other.","Of the four countries, two had a much larger, and two had a much smaller, share of total world exports in 1970 than in 1984.",The exports of the four countries range from 15 percent to 75 percent of the total national output.,D,Claude,"Answer: D

Four of the top 20 exporters in 1953 had the same export share in 1984, so they're proposed as models for stable export share. D undermines this: two of those four had much larger shares in 1970, and two had much smaller shares in 1970. Their shares fluctuated significantly through 1970 before returning to 1953 levels by 1984. The path was not stable — it was volatile. Countries following their example might experience the same volatility, not stability."
548,"By analyzing the garbage of a large number of average-sized households, a group of modern urban anthropologists has found that a household discards less food the more standardized- made up of canned and prepackaged foods-its diet is. The more standardized a household�s diet is, h...",https://gmatclub.com/forum/by-analyzing-the-garbage-of-a-large-number-of-average-sized-households-111143.html,Critical Reasoning (CR),555-605 (Medium) | Inference,226 | 120,555-605 (Medium),OG 1990,"By analyzing the garbage of a large number of average-sized households, a group of modern urban anthropologists has found that a household discards less food the more standardized- made up of canned and prepackaged foods-its diet is. The more standardized a household�s diet is, however, the greater the quantities of fresh produce the household throws away.

Which of the following can be properly inferred from the passage?

A An increasing number of households rely on a highly standardized diet.
B The less standardized a household�s diet is, the more nonfood waste the household discards.
C The less standardized a household�s diet is, the smaller is the proportion of fresh produce in the household�s food waste.
D The less standardized a household�s diet is, the more canned and prepackaged foods the household discards as waste.
E The more fresh produce a household buys, the more fresh produce it throws away.","By analyzing the garbage of a large number of average-sized households, a group of modern urban anthropologists has found that a household discards less food the more standardized- made up of canned and prepackaged foods-its diet is. The more standardized a household�s diet is, however, the greater the quantities of fresh produce the household throws away.",Which of the following can be properly inferred from the passage?,An increasing number of households rely on a highly standardized diet.,"The less standardized a household�s diet is, the more nonfood waste the household discards.","The less standardized a household�s diet is, the smaller is the proportion of fresh produce in the household�s food waste.","The less standardized a household�s diet is, the more canned and prepackaged foods the household discards as waste.","The more fresh produce a household buys, the more fresh produce it throws away.",C,Claude,"Answer: C

Standardized (canned/prepackaged) diets produce LESS food waste overall, but a GREATER proportion of fresh produce in food waste. Non-standardized diets produce more food waste overall, but a SMALLER proportion of fresh produce in that waste. C follows directly: households with less standardized diets have a smaller proportion of fresh produce in their food waste. This is a direct logical inference from the two stated relationships."
549,Lark Manufacturing Company initiated a voluntary Quality Circles program for machine operators. Independent surveys of employee attitudes indicated that the machine operators participating in the program were less satisfied with their work situations after two years of the progra...,https://gmatclub.com/forum/lark-manufacturing-company-initiated-a-voluntary-quality-circles-progr-110631.html,Critical Reasoning (CR),805+ (Hard) | Weaken,1539 | 117,,OG 1990,"Lark Manufacturing Company initiated a voluntary Quality Circles program for machine operators. Independent surveys of employee attitudes indicated that the machine operators participating in the program were less satisfied with their work situations after two years of the program�s existence than they were at the program�s start. Obviously, any workers who participate in a Quality Circles program will, as a result, become less satisfied with their jobs.

Each of the following, if true, would weaken the conclusion drawn above EXCEPT:

A The second survey occurred during a period of recession when rumors of cutbacks and layoffs at Lark Manufacturing were plentiful.
B The surveys also showed that those Lark machine operators who neither participated in Quality Circles nor knew anyone who did so reported the same degree of lessened satisfaction with their work situations as did the Lark machine operators who participated in Quality Circles.
C While participating in Quality Circles at Lark Manufacturing, machine operators exhibited two of the primary indicators of improved job satisfaction: increased productivity and decreased absenteeism.
D Several workers at Lark Manufacturing who had participated in Quality Circles while employed at other companies reported that, while participating in Quality Circles in their previous companies, their work satisfaction had increased.
E The machine operators who participated in Quality Circles reported that, when the program started, they felt that participation might improve their work situations.","Lark Manufacturing Company initiated a voluntary Quality Circles program for machine operators. Independent surveys of employee attitudes indicated that the machine operators participating in the program were less satisfied with their work situations after two years of the program�s existence than they were at the program�s start. Obviously, any workers who participate in a Quality Circles program will, as a result, become less satisfied with their jobs.","Each of the following, if true, would weaken the conclusion drawn above EXCEPT:",The second survey occurred during a period of recession when rumors of cutbacks and layoffs at Lark Manufacturing were plentiful.,The surveys also showed that those Lark machine operators who neither participated in Quality Circles nor knew anyone who did so reported the same degree of lessened satisfaction with their work situations as did the Lark machine operators who participated in Quality Circles.,"While participating in Quality Circles at Lark Manufacturing, machine operators exhibited two of the primary indicators of improved job satisfaction: increased productivity and decreased absenteeism.","Several workers at Lark Manufacturing who had participated in Quality Circles while employed at other companies reported that, while participating in Quality Circles in their previous companies, their work satisfaction had increased.","The machine operators who participated in Quality Circles reported that, when the program started, they felt that participation might improve their work situations.",E,Claude,"Answer: E

Quality Circles participants were less satisfied after two years. E says they felt at the START that participation might improve their situation. This is relevant: workers who joined with high hopes and then saw those hopes unfulfilled would naturally feel disappointed and less satisfied. Their initial optimism, met with disappointing results, explains the decrease in satisfaction as a consequence of unmet expectations created by the program itself."
550,"The city�s public transportation system should be removed from the jurisdiction of the municipal government, which finds it politically impossible either to raise fares or to institute cost-saving reductions in service. If public transportation were handled by a private firm, pro...",https://gmatclub.com/forum/the-city-s-public-transportation-system-should-be-removed-from-the-275207.html,Critical Reasoning (CR),555-605 (Medium) | Conclusion,226 | 116,555-605 (Medium),OG 1990,"The city�s public transportation system should be removed from the jurisdiction of the municipal government, which finds it politically impossible either to raise fares or to institute cost-saving reductions in service. If public transportation were handled by a private firm, profits would be vigorously pursued, thereby eliminating the necessity for covering operating costs with government funds.

The statements above best support the conclusion that

A the private firms that would handle public transportation would have experience in the transportation industry
B political considerations would not prevent private firms from ensuring that revenues cover operating costs
C private firms would receive government funding if it were needed to cover operating costs
D the public would approve the cost-cutting actions taken by the private firm
E the municipal government would not be resigned to accumulating merely enough income to cover costs","The city�s public transportation system should be removed from the jurisdiction of the municipal government, which finds it politically impossible either to raise fares or to institute cost-saving reductions in service. If public transportation were handled by a private firm, profits would be vigorously pursued, thereby eliminating the necessity for covering operating costs with government funds.",The statements above best support the conclusion that,the private firms that would handle public transportation would have experience in the transportation industry,political considerations would not prevent private firms from ensuring that revenues cover operating costs,private firms would receive government funding if it were needed to cover operating costs,the public would approve the cost-cutting actions taken by the private firm,the municipal government would not be resigned to accumulating merely enough income to cover costs,B,Claude,"Answer: B

For the city's public transportation to improve under private management, the plan must assume B — that political considerations would not prevent private firms from ensuring revenues cover costs. The whole argument against municipal management is that politics prevents necessary fare hikes and service cuts. If private firms face the same political pressures (e.g., public outcry, regulatory constraints), privatization solves nothing. B is the essential assumption the plan depends on."
551,"Lists of hospitals have been compiled showing which hospitals have patient death rates exceeding the national average. The data have been adjusted to allow for differences in the ages of patients. Each of the following, if true, provides a good logical ground for hospitals to obj...",https://gmatclub.com/forum/lists-of-hospitals-have-been-compiled-showing-which-hospitals-have-pat-85668.html,Critical Reasoning (CR),705-805 (Hard) | Evaluate Argument | Inference,1532 | 207 | 120,705-805 (Hard),OG 1990,"Lists of hospitals have been compiled showing which hospitals have patient death rates exceeding the national average. The data have been adjusted to allow for differences in the ages of patients.

Each of the following, if true, provides a good logical ground for hospitals to object to interpreting rank on these lists as one of the indices of the quality of hospital care EXCEPT:

A Rank order might indicate insignificant differences, rather than large differences, in numbers of patient deaths.
B Hospitals that keep patients longer are likely to have higher death rates than those that discharge patients earlier but do not record deaths of patients at home after discharge.
C Patients who are very old on admission to a hospital are less likely than younger patients to survive the same types of illnesses or surgical procedures.
D Some hospitals serve a larger proportion of low-income patients, who tend to be more seriously ill when admitted to a hospital.
E For-profit hospitals sometimes do not provide intensive-care units and other expensive services for very sick patients but refer or transfer such patients to other hospitals.",Lists of hospitals have been compiled showing which hospitals have patient death rates exceeding the national average. The data have been adjusted to allow for differences in the ages of patients.,"Each of the following, if true, provides a good logical ground for hospitals to object to interpreting rank on these lists as one of the indices of the quality of hospital care EXCEPT:","Rank order might indicate insignificant differences, rather than large differences, in numbers of patient deaths.",Hospitals that keep patients longer are likely to have higher death rates than those that discharge patients earlier but do not record deaths of patients at home after discharge.,Patients who are very old on admission to a hospital are less likely than younger patients to survive the same types of illnesses or surgical procedures.,"Some hospitals serve a larger proportion of low-income patients, who tend to be more seriously ill when admitted to a hospital.",For-profit hospitals sometimes do not provide intensive-care units and other expensive services for very sick patients but refer or transfer such patients to other hospitals.,C,Claude,"Answer: C

Hospital death rate lists were adjusted for patient ages. C provides grounds for objection: very old patients are less likely to survive the same illnesses or surgical procedures as younger patients. The adjustment may account for the proportion of elderly patients, but not for the severity of age-related vulnerability at the most extreme ages. A hospital serving very elderly patients might have a higher death rate not because of poor care but because of the extreme fragility of its patient population — which age-adjustment alone doesn't fully capture."
552,"Teenagers are often priced out of the labor market by the government-mandated minimum-wage level because employers cannot afford to pay that much for extra help. Therefore, if Congress institutes a subminimum wage, a new lower legal wage for teenagers, the teenage unemployment ra...",https://gmatclub.com/forum/teenagers-are-often-priced-out-of-the-labor-market-by-the-government-m-89217.html,Critical Reasoning (CR),655-705 (Hard) | Weaken,168 | 117,655-705 (Hard),OG 1990,"Teenagers are often priced out of the labor market by the government-mandated minimum-wage level because employers cannot afford to pay that much for extra help. Therefore, if Congress institutes a subminimum wage, a new lower legal wage for teenagers, the teenage unemployment rate, which has been rising since 1960, will no longer increase.

Which of the following, if true, would most weaken the argument above?

A Since 1960 the teenage unemployment rate has risen when the minimum wage has risen.
B Since 1960 the teenage unemployment rate has risen even when the minimum wage remained constant.
C Employers often hire extra help during holiday and warm weather seasons.
D The teenage unemployment rate rose more quickly in the 1970's than it did in the 1960's.
E The teenage unemployment rate has occasionally declined in the years since 1960.","Teenagers are often priced out of the labor market by the government-mandated minimum-wage level because employers cannot afford to pay that much for extra help. Therefore, if Congress institutes a subminimum wage, a new lower legal wage for teenagers, the teenage unemployment rate, which has been rising since 1960, will no longer increase.","Which of the following, if true, would most weaken the argument above?",Since 1960 the teenage unemployment rate has risen when the minimum wage has risen.,Since 1960 the teenage unemployment rate has risen even when the minimum wage remained constant.,Employers often hire extra help during holiday and warm weather seasons.,The teenage unemployment rate rose more quickly in the 1970's than it did in the 1960's.,The teenage unemployment rate has occasionally declined in the years since 1960.,B,Claude,"Answer: B

Argument: government minimum wage prices out teen workers, so a sub-minimum teen wage would reduce teen unemployment. B weakens this by noting that teen unemployment rose even when the minimum wage remained constant. If unemployment increases independent of minimum wage changes, then the minimum wage is not the primary cause of teen unemployment. Reducing it via a sub-minimum wage won't necessarily fix a problem driven by other factors."
553,"Teresa: Manned spaceflight does not have a future, since it cannot compete economically with other means of accomplishing the objectives of spaceflight. Edward: No mode of human transportation has a better record of reliability: two accidents in twenty-five years. Thus manned spa...",https://gmatclub.com/forum/teresa-manned-spaceflight-does-not-have-a-future-since-it-cannot-71127.html,Critical Reasoning (CR),805+ (Hard) | Evaluate Argument,1539 | 207,,OG 1990,"Teresa: Manned spaceflight does not have a future, since it cannot compete economically with other means of accomplishing the objectives of spaceflight.

Edward: No mode of human transportation has a better record of reliability: two accidents in twenty-five years. Thus manned spaceflight definitely has a positive future.

Which of the following is the best logical evaluation of Edward's argument as a response to Teresa's argument?

A It cites evidence that, if true, tends to disprove the evidence cited by Teresa in drawing her conclusion.
B It indicates a logical gap in the support that Teresa offers for her conclusion.
C It raises a consideration that outweighs the argument Teresa makes.
D It does not meet Teresa's point because it assumes that there is no serious impediment to transporting people into space, but this was the issue raised by Teresa.
E It fails to respond to Teresa's argument because it does not address the fundamental issue of whether space activities should have priority over other claims on the national budget.","Teresa: Manned spaceflight does not have a future, since it cannot compete economically with other means of accomplishing the objectives of spaceflight.

Edward: No mode of human transportation has a better record of reliability: two accidents in twenty-five years. Thus manned spaceflight definitely has a positive future.",Which of the following is the best logical evaluation of Edward's argument as a response to Teresa's argument?,"It cites evidence that, if true, tends to disprove the evidence cited by Teresa in drawing her conclusion.",It indicates a logical gap in the support that Teresa offers for her conclusion.,It raises a consideration that outweighs the argument Teresa makes.,"It does not meet Teresa's point because it assumes that there is no serious impediment to transporting people into space, but this was the issue raised by Teresa.",It fails to respond to Teresa's argument because it does not address the fundamental issue of whether space activities should have priority over other claims on the national budget.,D,Claude,"Answer: D

Teresa argues manned spaceflight has no future because it can't compete economically. Edward counters with manned spaceflight's safety record. D identifies the flaw in Edward's response: he fails to address Teresa's point because he assumes there is no serious impediment to transporting people into space — but Teresa's point was precisely that there IS a serious impediment: the economic one. Edward's safety statistics don't speak to whether manned spaceflight is cost-competitive."
554,"Advertiser: The revenue that newspapers and magazines earn by publishing advertisements allows publishers to keep the prices per copy of their publications much lower than would otherwise be possible. Therefore, consumers benefit economically from advertising. Consumer: But who p...",https://gmatclub.com/forum/advertiser-the-revenue-that-newspapers-and-magazines-earn-110629.html,Critical Reasoning (CR),705-805 (Hard) | Inference | Method of Reasoning,1532 | 120 | 247,705-805 (Hard),OG 1990,"Advertiser: The revenue that newspapers and magazines earn by publishing advertisements allows publishers to keep the prices per copy of their publications much lower than would otherwise be possible. Therefore, consumers benefit economically from advertising.
Consumer: But who pays for the advertising that pays for low-priced newspapers and magazines? We consumers do, because advertisers pass along advertising costs to us through the higher prices they charge for their products.

Which of the following best describes how the consumer counters the advertiser�s argument?

A By alleging something that, if true, would weaken the plausibility of the advertiser�s conclusion
B By questioning the truth of the purportedly factual statement on which the advertiser�s conclusion is based
C By offering an interpretation of the advertiser�s opening statement that, if accurate, shows that there is an implicit contradiction in it
D By pointing out that the advertiser�s point of view is biased
E By arguing that the advertiser too narrowly restricts the discussion to the effects of advertising that are economic","Advertiser: The revenue that newspapers and magazines earn by publishing advertisements allows publishers to keep the prices per copy of their publications much lower than would otherwise be possible. Therefore, consumers benefit economically from advertising.
Consumer: But who pays for the advertising that pays for low-priced newspapers and magazines? We consumers do, because advertisers pass along advertising costs to us through the higher prices they charge for their products.",Which of the following best describes how the consumer counters the advertiser�s argument?,"By alleging something that, if true, would weaken the plausibility of the advertiser�s conclusion",By questioning the truth of the purportedly factual statement on which the advertiser�s conclusion is based,"By offering an interpretation of the advertiser�s opening statement that, if accurate, shows that there is an implicit contradiction in it",By pointing out that the advertiser�s point of view is biased,By arguing that the advertiser too narrowly restricts the discussion to the effects of advertising that are economic,A,Claude,"Answer: A

The advertiser argues: ad revenue lets publishers charge less per copy, so consumers benefit economically. The consumer counters: but consumers pay for ads through higher product prices — so the apparent saving on the copy price is offset by higher prices for advertised products. A correctly identifies the consumer's method: alleging something that, if true, would weaken the advertiser's conclusion (the net economic benefit to consumers is not as claimed)."
555,"Child�s World, a chain of toy stores, has relied on a �supermarket concept� of computerized inventory control and customer self-service to eliminate the category of sales clerks from its force of employees. It now plans to employ the same concept in selling children�s clothes. Th...",https://gmatclub.com/forum/child-s-world-a-chain-of-toy-stores-has-relied-on-a-supermarket-con-282103.html,Critical Reasoning (CR),505-555 (Easy) | Assumption,227 | 115,505-555 (Easy),OG 1990,"Child�s World, a chain of toy stores, has relied on a �supermarket concept� of computerized inventory control and customer self-service to eliminate the category of sales clerks from its force of employees. It now plans to employ the same concept in selling children�s clothes.

The plan of Child�s World assumes that

A supermarkets will not also be selling children�s clothes in the same manner
B personal service by sales personnel is not required for selling children�s clothes successfully
C the same kind of computers will be used in inventory control for both clothes and toys at Child�s World
D a self-service plan cannot be employed without computerized inventory control
E sales clerks are the only employees of Child�s World who could be assigned tasks related to inventory control","Child�s World, a chain of toy stores, has relied on a �supermarket concept� of computerized inventory control and customer self-service to eliminate the category of sales clerks from its force of employees. It now plans to employ the same concept in selling children�s clothes.",The plan of Child�s World assumes that,supermarkets will not also be selling children�s clothes in the same manner,personal service by sales personnel is not required for selling children�s clothes successfully,the same kind of computers will be used in inventory control for both clothes and toys at Child�s World,a self-service plan cannot be employed without computerized inventory control,sales clerks are the only employees of Child�s World who could be assigned tasks related to inventory control,B,Claude,"Answer: B

Child's World succeeded with self-service and computerized inventory for toys. It now plans to apply the same model to children's clothes. The plan assumes B — that personal service by sales personnel is not required for selling children's clothes successfully. For toys, self-service works because shoppers can evaluate products independently. The same model for clothes would fail if customers need help with sizing, fit, or style — making B the key assumption the plan rests on."
556,"In the United States, the Postal Service has a monopoly on first-class mail, but much of what is sent first class could be transmitted electronically. Electronic transmittal operators argue that if the Postal Service were to offer electronic transmission, it would have an unfair ...",https://gmatclub.com/forum/in-the-united-states-the-postal-service-has-a-monopoly-on-first-class-282726.html,Critical Reasoning (CR),655-705 (Hard) | Weaken,168 | 117,655-705 (Hard),OG 1990,"In the United States, the Postal Service has a monopoly on first-class mail, but much of what is sent first class could be transmitted electronically. Electronic transmittal operators argue that if the Postal Service were to offer electronic transmission, it would have an unfair advantage, since its electronic transmission service could be subsidized from the profits of the monopoly.

Which of the following, if each is true, would allay the electronic transmittal operators' fears of unfair competition?

A If the Postal Service were to offer electronic transmission, it could not make a profit on first -class mail.
B If the Postal Service were to offer electronic transmission, it would have a monopoly on that kind of service.
C Much of the material that is now sent by first class mail could be delivered much faster by special package couriers, but is not sent that way because of cost.
D There is no economy of scale in electronic transmission -that is, the cost per transaction does not go down as more pieces of information are transmitted.
E Electronic transmission will never be cost effective for material not sent by first-class mail such as newspapers and bulk mail.","In the United States, the Postal Service has a monopoly on first-class mail, but much of what is sent first class could be transmitted electronically. Electronic transmittal operators argue that if the Postal Service were to offer electronic transmission, it would have an unfair advantage, since its electronic transmission service could be subsidized from the profits of the monopoly.","Which of the following, if each is true, would allay the electronic transmittal operators' fears of unfair competition?","If the Postal Service were to offer electronic transmission, it could not make a profit on first -class mail.","If the Postal Service were to offer electronic transmission, it would have a monopoly on that kind of service.","Much of the material that is now sent by first class mail could be delivered much faster by special package couriers, but is not sent that way because of cost.","There is no economy of scale in electronic transmission -that is, the cost per transaction does not go down as more pieces of information are transmitted.",Electronic transmission will never be cost effective for material not sent by first-class mail such as newspapers and bulk mail.,A,Claude,"Answer: A

The electronic transmittal operators argue the Postal Service would have an unfair advantage (cross-subsidizing electronic services with monopoly profits from first-class mail). For this argument to hold, A must be assumed: if the Postal Service offered electronic transmission, it could not make a profit on first-class mail. Without this assumption, the PS could profit from both services independently, and there would be no cross-subsidy advantage to complain about."
557,"In the past, teachers, bank tellers, and secretaries were predominantly men; these occupations slipped in pay and status when they became largely occupied by women. Therefore, if women become the majority in currently male-dominated professions like accounting, law, and medicine,...",https://gmatclub.com/forum/in-the-past-teachers-bank-tellers-and-secretaries-were-predominantl-282402.html,Critical Reasoning (CR),555-605 (Medium) | Method of Reasoning,226 | 247,555-605 (Medium),OG 1990,"In the past, teachers, bank tellers, and secretaries were predominantly men; these occupations slipped in pay and status when they became largely occupied by women. Therefore, if women become the majority in currently male-dominated professions like accounting, law, and medicine, the income and prestige of these professions will also drop.

The argument above is based on

A another argument that contains circular reasoning
B an attempt to refute a generalization by means of an exceptional case
C an analogy between the past and the future
D an appeal to popular beliefs and values
E an attack on the character of the opposition","In the past, teachers, bank tellers, and secretaries were predominantly men; these occupations slipped in pay and status when they became largely occupied by women. Therefore, if women become the majority in currently male-dominated professions like accounting, law, and medicine, the income and prestige of these professions will also drop.",The argument above is based on,another argument that contains circular reasoning,an attempt to refute a generalization by means of an exceptional case,an analogy between the past and the future,an appeal to popular beliefs and values,an attack on the character of the opposition,C,Claude,"Answer: C

The argument that women entering male-dominated professions will cause prestige to decline uses past examples (teachers, secretaries) to predict the future. C correctly characterizes this as an analogy between past and future — it draws on historical patterns to project what will happen in similar future situations. The argument's strength and weakness both hinge on whether the past cases are truly analogous to the future ones."
